Location,Transmission,Mileage,Engine,Power,Seats,Price,Brand_Name,Car_Age
4.25,Automatic,14.59,1997,245,5,19,0.044359528,8
4.5,Manual,13.8,1299,70,5,1.1,0.049842166,14
4.25,Manual,18.6,1199,79.4,5,2,0.020103007,9
5.9,Manual,21.43,1364,86.79,5,6.5,0.068283768,9
6.85,Manual,16,2179,140,7,9.45,0.045190231,7
5.75,Manual,24.4,1120,71,5,4,0.183917594,5
6.71,Automatic,13,2143,204,5,32.25,0.052832696,4
4.25,Manual,20.36,1197,78.9,5,2.1,0.183917594,12
5.75,Automatic,14.28,1798,138.03,5,9.75,0.068283768,6
3.75,Manual,14.53,1798,138,5,6.3,0.068283768,7
5.8,Automatic,17.32,1968,184,5,21,0.039209171,8
5.75,Manual,21.9,1396,88.8,5,4.65,0.183917594,7
5.75,Automatic,19.27,2143,167.62,5,17,0.052832696,8
4.25,Manual,21.1,1248,73.9,5,4.35,0.201196212,8
8.305,Manual,19.67,1582,126.2,5,14.82,0.183917594,4
5.5,Automatic,13.6,1999,177,5,40,0.006645622,3
4.5,Manual,14.95,2489,93.7,7,6.15,0.045190231,5
5.9,Manual,12.99,2494,100.6,7,11.25,0.068283768,7
4.25,Automatic,19.16,2494,157.7,5,32,0.068283768,3
8.305,Automatic,13.22,2967,241.4,5,45.62,0.039209171,3
6.71,Manual,28.4,1248,74,5,6.24,0.201196212,4
4.5,Manual,20.77,1248,88.76,7,4.8,0.201196212,6
4.5,Manual,16.1,1197,85,5,4.5,0.201196212,7
6.71,Manual,20.36,1197,78.9,5,3.87,0.183917594,6
5.5,Manual,20.36,1197,78.9,5,2.75,0.183917594,8
6.71,Manual,21.4,1197,83.1,5,6.57,0.201196212,3
4.25,Manual,16.36,1495,93.7,5,2,0.183917594,11
5.9,Manual,19.4,1198,86.8,5,3.65,0.101013457,9
5.8,Manual,22.9,1248,74,5,6.95,0.201196212,5
6.85,Manual,20.14,1197,81.86,5,5.5,0.183917594,7
3.75,Manual,16,2179,140,7,7,0.045190231,8
5.5,Automatic,13,2143,201.1,5,24,0.052832696,7
6.85,Automatic,17,2179,115,5,11,0.009968433,11
6.85,Automatic,19.27,2143,170,5,32.5,0.052832696,5
6.71,Manual,21.27,1396,88.76,5,6.45,0.183917594,6
5.75,Automatic,19.3,1968,141,5,15.75,0.028742316,6
5.75,Manual,17,1497,118,5,5.5,0.101013457,7
6.71,Automatic,12.55,2982,168.5,7,19.03,0.068283768,6
3.75,Automatic,17.32,1968,184,5,15.25,0.039209171,8
5.8,Manual,20.92,998,67.1,5,2.4,0.201196212,9
4.5,Manual,23.03,1396,69,5,2.3,0.030902143,10
6.71,Automatic,17.11,1968,174.33,5,14.35,0.039209171,7
5.75,Manual,33.44,796,40.3,4,3.5,0.201196212,3
6.71,Automatic,18,1497,117.3,5,11.97,0.101013457,3
4.25,Manual,17,999,74,5,1.6,0.183917594,12
5.9,Manual,14.24,2755,174.5,7,18.9,0.068283768,6
5.9,Manual,18.9,1197,82,5,5.4,0.183917594,4
5.8,Manual,15.1,1196,73,7,2.95,0.201196212,6
6.85,Manual,16.47,1198,73.9,5,5.1,0.052334275,8
4.25,Manual,18.9,1061,67,5,1.5,0.201196212,15
6.85,Manual,17,1497,118,5,4.9,0.101013457,10
5.75,Manual,14.8,1799,130.2,5,2.9,0.101013457,11
4.25,Manual,13,1493,100,5,1.15,0.101013457,16
3.75,Manual,18.5,1197,80,5,2.3,0.183917594,11
6.71,Manual,24,1120,70,5,5.99,0.183917594,3
4.25,Automatic,14.4,1598,103.6,5,3.4,0.052334275,10
3.75,Manual,20.36,1197,78.9,5,1.7,0.183917594,12
3.75,Manual,17,1197,80,5,1.99,0.183917594,12
4.25,Manual,18.6,1199,79.4,5,2.5,0.020103007,9
5.8,Manual,22.07,1199,73.9,5,4.85,0.052334275,8
5.8,Manual,15.6,1196,70,5,2.65,0.049842166,11
6.71,Automatic,9.9,1984,207.8,2,27.35,0.039209171,7
4.25,Manual,25.1,1498,98.6,5,6.9,0.101013457,6
5.8,Manual,20,1399,68.05,5,3.5,0.049842166,8
5.5,Manual,12.99,2494,100.6,7,12.5,0.068283768,6
5.5,Automatic,19.12,1373,91.1,5,9.2,0.201196212,4
5.75,Automatic,18.9,1197,82,5,4.9,0.183917594,6
5.5,Manual,12.8,1197,74,5,3.2,0.101013457,12
6.71,Manual,18.88,999,123.24,5,5.55,0.049842166,7
5.9,Automatic,14.7,1798,177.6,5,13.5,0.028742316,7
3.75,Manual,20.4,1248,91.7,5,2.6,0.004651936,11
4.25,Manual,16.1,1298,88.2,5,4.5,0.201196212,6
5.5,Automatic,11.8,2993,180,7,34,0.009968433,8
5.8,Manual,12.8,2494,102,7,12,0.068283768,9
5.75,Manual,28.4,1248,74,5,5.25,0.201196212,6
6.71,Automatic,17.68,1968,174.33,5,21.56,0.039209171,7
8.305,Automatic,22.48,1995,190,5,24.68,0.044359528,9
5.5,Manual,18.5,1197,82.9,5,3.67,0.183917594,8
5.75,Automatic,17.05,1995,190,5,29.5,0.044359528,5
5.5,Manual,17.6,1496,88.73,5,3.1,0.068283768,9
5.9,Manual,17,1405,70,5,2.9,0.030902143,6
6.85,Automatic,17,2987,165,5,43,0.052832696,7
5.75,Automatic,10.98,1984,114.4,4,15.95,0.052334275,12
5.8,Manual,19.7,1598,103.6,5,4.5,0.052334275,10
5.5,Manual,24,1120,70,5,3.49,0.183917594,7
5.5,Manual,25.2,1248,74,5,4.25,0.201196212,7
4.5,Manual,24,1396,88.76,5,1.9,0.183917594,13
5.75,Automatic,16.73,1995,218,5,16.57,0.044359528,10
6.85,Manual,17,1497,118,5,5.75,0.101013457,9
5.5,Automatic,16.55,1968,147.51,5,14,0.039209171,8
4.25,Manual,19.5,1248,75,5,2.5,0.004651936,8
5.9,Manual,13,1343,90,5,1.2,0.101013457,19
4.25,Manual,15.5,1242,74,5,0.85,0.004651936,16
6.71,Automatic,22.69,1995,190,5,13.95,0.044359528,8
4.5,Manual,16.6,1388,68,5,1.6,0.049842166,14
8.305,Automatic,21.9,624,37.48,4,3.6,0.030902143,5
5.75,Manual,15.1,1196,73,5,4.5,0.201196212,3
8.305,Manual,20.89,1197,81.8,5,6.06,0.201196212,2
8.305,Manual,17.5,1298,85.8,5,5.29,0.201196212,8
4.25,Manual,22.7,1498,89.84,5,5.75,0.049842166,7
5.8,Manual,16.1,1197,74,5,5.8,0.201196212,6
8.305,Manual,19.1,1197,85.8,5,5.72,0.201196212,7
6.71,Automatic,16.95,1197,78.9,5,4.39,0.183917594,7
8.305,Manual,15.1,2179,140,7,11.05,0.045190231,5
5.5,Manual,22.54,1396,88.73,5,4.83,0.183917594,6
4.25,Manual,33.54,998,67.04,5,2.96,0.201196212,8
4.5,Manual,21.27,1396,88.76,5,4.5,0.183917594,9
5.75,Automatic,16.46,2993,258,5,19.5,0.044359528,10
5.75,Automatic,14.3,1598,103.52,5,8.75,0.028742316,4
5.75,Automatic,14.75,2967,245,7,67,0.039209171,5
6.71,Manual,17.4,1497,117.3,5,8.4,0.101013457,5
5.75,Manual,19.1,1197,82,5,4.99,0.183917594,5
8.305,Manual,26,1498,98.6,5,8.18,0.101013457,5
4.25,Manual,18.4,1198,86.8,5,2.9,0.101013457,9
4.25,Manual,28.09,1248,88.5,5,7.1,0.201196212,6
4.25,Manual,26.59,1248,74,5,7.05,0.201196212,5
4.25,Automatic,11.1,2354,158.8,5,17.5,0.101013457,6
5.75,Automatic,14.53,1794,138.1,5,3.41,0.068283768,13
4.25,Manual,17,1590,74,5,1.3,0.201196212,16
8.305,Manual,17,1497,118,5,5.68,0.101013457,9
6.85,Manual,12.05,2179,120,9,4.1,0.045190231,14
5.5,Manual,13.4,1798,157.8,5,4,0.028742316,10
5.8,Automatic,18.88,1995,184,5,30,0.044359528,6
4.5,Manual,15,1586,104.68,5,1.8,0.201196212,14
6.71,Manual,20.73,1373,91.1,5,6.93,0.201196212,6
6.85,Automatic,10.2,4367,308,7,70,0.009968433,9
5.9,Manual,12.99,2494,100,7,7.9,0.068283768,8
6.71,Manual,17,1086,62,5,2.78,0.183917594,10
4.5,Automatic,13.01,2199,194.3,7,14.4,0.183917594,7
5.75,Automatic,11.74,1796,186,5,13.5,0.052832696,10
5.75,Manual,26.6,998,58.16,5,3.15,0.201196212,7
8.305,Manual,19.7,796,46.3,5,2.88,0.201196212,9
3.75,Manual,24.7,796,47.3,5,2.15,0.201196212,5
4.25,Manual,16.95,1498,97.7,5,3.75,0.01511879,8
5.75,Manual,24.7,796,47.3,5,3.6,0.201196212,2
3.75,Manual,24.07,998,67.1,5,3.6,0.201196212,3
8.305,Automatic,18.9,1197,81.86,5,7.55,0.183917594,3
3.75,Manual,24.2,1498,98.6,7,4.7,0.101013457,6
4.25,Manual,18.8,1248,90,5,1.6,0.030902143,11
4.25,Manual,16.52,1991,123.7,5,3.34,0.020103007,10
6.71,Automatic,18,1497,117.3,5,9.1,0.101013457,5
6.71,Manual,18.9,1197,81.86,5,6.17,0.183917594,2
5.8,Manual,22,1582,126.2,5,2.5,0.183917594,13
3.75,Manual,18.44,1198,75,5,3,0.01511879,5
4.25,Manual,22.32,1582,126.32,5,5.75,0.183917594,9
6.85,Manual,15.29,1591,121.3,5,10.75,0.183917594,4
4.25,Manual,20.51,998,67.04,5,2.85,0.201196212,8
4.5,Automatic,10.2,2354,180,5,6.5,0.101013457,13
6.85,Automatic,16.8,1497,118,5,9.45,0.101013457,5
5.5,Manual,27.39,1248,74,5,6.75,0.201196212,5
8.305,Manual,26,1498,98.6,5,7.75,0.101013457,4
6.71,Manual,22.54,1396,88.76,5,4.4,0.183917594,7
4.25,Automatic,13,2987,265,5,42,0.052832696,6
6.71,Manual,19.01,1461,108.5,5,5.67,0.01511879,7
6.85,Automatic,19.6,1461,108.45,5,11.5,0.02409038,5
4.25,Manual,18.9,998,67.1,5,1.69,0.201196212,12
4.25,Manual,17.1,1493,110,5,1.8,0.183917594,12
5.75,Manual,18.5,1197,85.8,5,3.2,0.201196212,5
4.25,Manual,17,1197,74,5,1.5,0.101013457,17
6.71,Automatic,22.48,1995,187.74,5,45.86,0.044359528,2
5.8,Manual,16.47,1198,74,5,5.1,0.052334275,5
4.25,Manual,17.8,1248,74,5,4.85,0.201196212,8
5.75,Manual,15.6,1196,70,5,2.4,0.049842166,11
5.8,Automatic,18.88,1995,184,5,22,0.044359528,8
5.5,Manual,22.32,1582,126.32,5,4.28,0.183917594,9
8.305,Manual,20.45,1461,83.8,5,5.67,0.02409038,6
6.85,Automatic,18.9,1197,81.86,5,6.2,0.183917594,3
6.85,Automatic,17.05,1995,184,5,14.49,0.044359528,8
4.25,Manual,21.1,1248,73.9,5,3,0.201196212,11
4.25,Manual,19.81,1086,68.05,5,2.25,0.183917594,11
6.71,Automatic,15.97,2993,258,7,43.78,0.044359528,5
6.71,Manual,16.8,1497,116.3,5,11.45,0.101013457,2
5.5,Automatic,11.18,2696,184,7,10.5,0.045190231,7
8.305,Manual,22.7,1498,89.84,5,7.48,0.049842166,6
8.305,Manual,19.7,796,46.3,5,3.1,0.201196212,11
5.75,Manual,16.47,1198,74,5,2.55,0.052334275,10
4.25,Manual,22.07,1199,73.9,5,3.5,0.052334275,8
3.75,Manual,22.07,1199,73.9,5,2.59,0.052334275,9
3.75,Manual,20.77,1248,88.8,7,5.45,0.201196212,8
3.75,Manual,22.77,1498,98.59,5,6,0.049842166,4
3.75,Automatic,11.36,2755,171.5,7,15.49,0.068283768,5
5.75,Automatic,10.8,2497,150,5,12.5,0.044359528,11
3.75,Manual,23.4,1248,74,5,4.75,0.201196212,4
5.75,Manual,18.88,999,123.24,5,7.85,0.049842166,4
5.9,Manual,16.8,1493,110,5,6,0.183917594,8
5.75,Manual,17.57,1193,88.7,5,4,0.030902143,5
5.75,Automatic,14.4,2967,241.4,5,28.75,0.039209171,10
4.25,Manual,22.3,1248,74,5,2.5,0.030902143,9
5.5,Manual,26.59,1248,74,5,5.5,0.201196212,6
3.75,Manual,16,1368,90,5,1.59,0.004651936,11
5.75,Manual,18.6,1197,81.83,5,6.22,0.183917594,4
3.75,Manual,21.1,814,55.2,5,2.75,0.183917594,5
4.5,Manual,17,1086,74,5,1.35,0.183917594,14
4.25,Automatic,17.9,2143,136,5,25,0.052832696,4
5.5,Manual,23.1,998,67.04,5,2.8,0.201196212,7
5.75,Manual,17.8,1199,76.8,5,2.45,0.020103007,7
4.25,Automatic,19,1199,88.7,5,6.35,0.101013457,5
5.75,Automatic,16.07,1995,181,5,8,0.044359528,12
6.85,Manual,19.01,1461,108.45,5,8.25,0.02409038,7
5.75,Automatic,17.01,1499,110.4,5,5.95,0.049842166,4
6.71,Manual,13.68,2393,147.8,7,19.92,0.068283768,3
6.71,Manual,25.44,936,56.3,5,3.15,0.020103007,5
4.5,Automatic,17.21,1798,189,4,5.75,0.052334275,7
6.71,Automatic,10.91,3198,197.2,7,32.44,0.049842166,3
6.71,Automatic,22.32,1582,126.32,5,8.01,0.183917594,5
8.305,Manual,18.16,1196,86.8,5,6.48,0.049842166,4
4.25,Manual,16.1,796,37,4,0.75,0.201196212,14
3.75,Manual,26,1498,98.6,5,5,0.101013457,7
5.75,Manual,16,2179,140,7,7.75,0.045190231,9
4.5,Manual,20,1399,68,5,2.6,0.049842166,11
4.25,Manual,17,1497,121.36,5,9.2,0.049842166,3
5.75,Manual,18.6,1197,81.83,5,5.05,0.183917594,6
5.8,Manual,12.99,2494,100,7,9.6,0.068283768,9
5.75,Manual,20.46,1461,83.8,5,5.5,0.02409038,8
5.75,Manual,12.99,2494,100.6,8,9.35,0.068283768,8
5.5,Manual,17,1497,118,5,2.6,0.101013457,12
5.8,Manual,24.07,998,67.1,5,3.5,0.201196212,5
6.71,Manual,19.49,1198,67.04,5,4.26,0.01511879,5
4.5,Automatic,23.1,998,67.04,5,4.25,0.201196212,5
5.8,Manual,11.7,1796,178,5,11.75,0.052832696,11
4.5,Manual,23.5,1498,88.7,5,3.5,0.049842166,8
4.25,Manual,17.01,1591,121.3,5,7.5,0.183917594,6
4.5,Automatic,15,1396,100,5,3.25,0.183917594,12
4.5,Manual,17.5,1298,85.8,5,4.9,0.201196212,9
5.8,Automatic,14.84,2143,170,5,27,0.052832696,7
6.71,Manual,18.6,1197,81.86,5,8.91,0.183917594,4
6.71,Automatic,17.01,1591,121.4,5,6.69,0.183917594,7
6.71,Manual,17.3,1998,163.7,5,6.02,0.020103007,7
5.75,Manual,14.28,1798,138.03,5,4.5,0.068283768,11
4.25,Manual,19,998,66.1,5,2,0.201196212,10
3.75,Manual,23.08,1461,63.1,5,2.4,0.01511879,9
4.25,Manual,25.4,624,37.48,4,1.2,0.030902143,8
5.5,Manual,23.4,1248,74,5,2.9,0.201196212,7
8.305,Manual,17,1197,74,5,40.88,0.009968433,13
5.9,Automatic,17.32,1968,184,5,27,0.039209171,5
4.5,Manual,25.8,1498,98.6,5,7.5,0.101013457,5
5.75,Manual,14.7,1599,104,5,1.5,0.020103007,17
5.8,Automatic,14.16,1968,174.3,5,39.5,0.039209171,5
5.8,Manual,23.2,1248,73.94,5,3.39,0.201196212,9
6.71,Manual,15.4,2179,120,7,12.4,0.045190231,3
4.5,Manual,28.09,1248,88.5,5,6.85,0.201196212,7
4.25,Manual,21.43,1364,138,5,5.75,0.068283768,10
4.5,Manual,25,1396,69,5,2,0.030902143,6
4.25,Manual,16.1,796,37,4,0.9,0.201196212,15
3.75,Manual,16.47,1198,74,5,3.8,0.052334275,6
5.5,Automatic,14.62,1999,149.92,5,16.35,0.183917594,4
5.8,Automatic,11.5,2982,169,7,16.5,0.068283768,9
8.305,Manual,21.4,1197,83.1,5,8.7,0.201196212,2
5.75,Manual,21.4,1197,83.1,5,6.1,0.201196212,5
5.8,Automatic,23.8,1998,112,5,21.94,0.004319654,8
4.5,Automatic,13,2987,210,5,22,0.052832696,12
5.5,Manual,20.92,998,67.1,5,2.65,0.201196212,6
6.71,Manual,20.4,1197,81.8,5,5.27,0.201196212,4
3.75,Manual,22.1,1248,74,5,2.48,0.020103007,7
3.75,Manual,12.8,2494,102,8,6,0.068283768,10
5.75,Manual,11.5,2982,171,7,8.9,0.068283768,12
5.8,Automatic,18.88,1995,184,5,18,0.044359528,9
8.305,Manual,16.8,1395,138.02,5,11.64,0.028742316,5
3.75,Manual,11.5,2982,171,7,8.99,0.068283768,2
6.85,Automatic,15.5,1896,105,5,5.25,0.052334275,12
3.75,Manual,23,1396,90,5,2.95,0.183917594,10
5.75,Manual,21.02,1248,88.76,5,2.65,0.030902143,8
4.25,Manual,15.04,1598,103.6,5,4,0.052334275,8
4.5,Automatic,17.6,1582,126.2,5,12.5,0.183917594,5
5.75,Manual,21.1,1197,85.8,5,3.25,0.201196212,7
5.5,Manual,13.1,1997,141.1,5,4,0.101013457,13
5.5,Manual,15.1,2179,140,7,6.25,0.045190231,9
4.25,Manual,21.66,1498,108.62,5,5.8,0.052334275,5
3.75,Manual,17.57,1193,88.7,5,5,0.030902143,6
6.71,Automatic,12.9,2993,270.88,5,58.73,0.006645622,5
6.71,Automatic,14.28,1798,138.03,5,17.49,0.068283768,3
4.25,Manual,19,998,66.1,5,1.95,0.201196212,10
5.75,Automatic,11.1,2354,142,5,3,0.101013457,14
5.5,Manual,17,1197,80,5,5.5,0.183917594,7
5.5,Automatic,12.55,2982,168.5,7,16.5,0.068283768,8
5.75,Automatic,11.74,1796,186,5,14.5,0.052832696,10
5.8,Manual,27.39,1248,74,5,7.79,0.201196212,5
6.71,Manual,20.77,1248,88.76,7,8.27,0.201196212,4
6.71,Automatic,12.65,2993,255,5,97.07,0.009968433,2
5.75,Manual,12.9,1598,102.5,5,2.15,0.020103007,9
5.8,Automatic,12.9,1799,130,5,3,0.101013457,13
8.305,Automatic,16.09,1995,184,5,28.79,0.044359528,7
5.75,Automatic,20,1968,138.1,5,5.45,0.028742316,10
5.5,Manual,23.4,1248,74,5,3.95,0.201196212,8
4.25,Automatic,23.3,1984,150,5,16,0.003488952,8
5.5,Manual,17.5,1298,85.8,5,4.25,0.201196212,8
6.85,Automatic,12.7,2179,187.7,5,34.5,0.009968433,7
5.75,Automatic,11.7,2354,177.6,5,2.6,0.101013457,13
6.71,Manual,12.99,2494,100.6,8,13.48,0.068283768,4
5.8,Manual,12.55,2982,168.5,7,32.1,0.068283768,3
6.71,Manual,18.7,1199,88.7,5,6.17,0.101013457,3
3.75,Manual,17,1497,118,5,5.5,0.101013457,6
5.8,Automatic,28.4,1248,73.75,5,9.15,0.201196212,4
4.25,Manual,21.64,1461,84.8,5,4.5,0.01511879,7
4.5,Manual,12.99,2494,100.6,8,10.5,0.068283768,7
8.305,Manual,19.4,1198,86.8,5,5.37,0.101013457,5
6.85,Manual,15.04,1598,103.6,5,5.45,0.052334275,9
5.75,Manual,16,2179,140,7,9.25,0.045190231,5
4.5,Manual,23,1498,98.96,5,7.7,0.049842166,5
5.8,Manual,17.72,1968,108.49,5,7.99,0.028742316,9
4.5,Manual,20.36,1197,78.9,5,3,0.183917594,9
5.8,Manual,12.8,2494,102,8,4,0.068283768,16
8.305,Manual,20.65,1248,88.7,5,6.69,0.030902143,3
5.5,Manual,22.9,1248,74,5,4.25,0.201196212,7
3.75,Automatic,21.72,1498,108.4,5,10.5,0.028742316,4
8.305,Manual,13.68,2393,147.8,8,22.55,0.068283768,2
4.25,Manual,17.01,1591,121.3,5,5.2,0.183917594,7
8.305,Manual,17.4,1497,117.3,5,11.87,0.101013457,2
5.8,Manual,26,1498,98.6,5,6.99,0.101013457,7
4.25,Manual,20.54,1598,103.6,5,5,0.052334275,10
4.5,Automatic,12.19,2967,236,5,44,0.039209171,7
4.5,Manual,22.74,796,47.3,5,2.79,0.201196212,6
4.25,Manual,21.12,1248,88.8,5,2.9,0.030902143,9
5.5,Manual,15.29,1591,121.3,5,9.85,0.183917594,5
6.85,Automatic,12,2987,224,7,49,0.052832696,7
4.25,Manual,16.55,2498,105,6,9.25,0.045190231,5
5.75,Manual,22.32,1582,126.3,5,3.75,0.183917594,10
8.305,Manual,26.1,1498,99,5,7.29,0.049842166,4
5.75,Automatic,20.7,1496,113.98,4,23.5,0.004319654,5
5.8,Manual,14,796,35,5,2.6,0.201196212,8
4.25,Manual,21.03,1461,65,5,3.1,0.045190231,6
8.305,Automatic,14.21,2143,203,5,29.98,0.052832696,5
6.71,Manual,19.01,1461,108.45,5,6.73,0.02409038,5
3.75,Manual,23.4,1248,74,5,3.5,0.201196212,5
3.75,Manual,16.47,1198,73.9,5,2.35,0.052334275,10
8.305,Manual,16,2179,140,7,16.13,0.045190231,4
8.305,Manual,16.47,1198,74,5,5.9,0.052334275,7
5.8,Manual,21.1,1197,85.8,5,3.9,0.201196212,9
4.25,Manual,14.7,1598,74,5,1.5,0.020103007,16
5.5,Manual,12.8,2494,102,7,6.95,0.068283768,9
5.5,Manual,26,1498,98.6,5,7,0.101013457,6
8.305,Manual,17,1198,73.75,5,7.23,0.052334275,4
5.75,Manual,21.5,1248,88.8,5,3.81,0.201196212,9
4.5,Manual,18.6,1197,85.8,5,4.5,0.201196212,9
4.25,Manual,19.67,1582,126.2,5,12.6,0.183917594,4
6.85,Automatic,12.07,2967,241.4,7,48,0.039209171,6
8.305,Manual,19.7,796,46.3,5,2.96,0.201196212,11
3.75,Manual,25.8,1498,98.6,5,3.25,0.101013457,7
4.5,Automatic,18.33,1968,167.7,5,8.5,0.052334275,10
5.75,Automatic,19.5,1582,126.24,5,8.75,0.183917594,8
6.71,Manual,18.9,998,67.1,5,3.08,0.201196212,10
5.75,Automatic,12.81,1999,148.31,7,41.5,0.009968433,4
4.25,Manual,17.8,1497,117.3,5,7,0.101013457,5
6.71,Automatic,14.74,1991,181.03,5,11.5,0.052832696,10
4.25,Manual,20.51,998,67.04,5,2.6,0.201196212,10
3.75,Manual,22.32,1582,126.3,5,4.3,0.183917594,7
5.75,Manual,17.5,1373,80.46,7,8.35,0.201196212,4
4.25,Automatic,17.06,1968,141,5,24.9,0.052334275,4
4.25,Automatic,15.06,1995,177,5,13.75,0.044359528,10
3.75,Manual,24,1186,73.97,5,3.85,0.183917594,7
5.75,Automatic,13,2143,201.1,5,23.25,0.052832696,7
4.5,Manual,13.6,2523,74,7,7,0.045190231,9
6.85,Manual,18.9,1197,82,5,5.75,0.183917594,6
5.75,Manual,20.36,1197,78.9,5,1.65,0.183917594,13
5.75,Manual,19.33,1968,138.1,5,6.5,0.052334275,9
4.5,Manual,17.67,1968,138.08,5,7.5,0.028742316,10
6.71,Automatic,14.75,2967,245,7,72.94,0.039209171,2
4.5,Manual,11.5,2982,171,7,11,0.068283768,11
6.71,Manual,18.9,1061,67,5,3.02,0.201196212,8
8.305,Manual,21.1,814,55.2,5,3.32,0.183917594,8
5.5,Manual,19.4,1198,86.8,5,3.24,0.101013457,8
3.75,Manual,22.74,796,47.3,5,2.35,0.201196212,6
4.25,Manual,15.96,2523,62.1,7,5.5,0.045190231,8
5.75,Manual,17.8,1497,117.3,5,6.75,0.101013457,6
5.75,Manual,15,1598,103.52,5,6.15,0.028742316,6
4.25,Manual,22,1197,81.8,5,5.45,0.201196212,5
5.8,Manual,21.1,814,55.2,5,2.3,0.183917594,8
6.71,Manual,20.85,1197,83.14,5,6.21,0.201196212,6
8.305,Automatic,19.34,1198,76,5,5.21,0.01511879,7
5.5,Automatic,8.3,4134,250,7,11.99,0.039209171,13
4.25,Manual,17.8,1248,75,5,3.1,0.201196212,11
4.25,Manual,13.49,2179,138.03,5,7.5,0.030902143,4
3.75,Manual,20.14,1498,88.8,5,4,0.052334275,5
6.71,Manual,17.8,1497,117.3,5,7.73,0.101013457,5
6.85,Manual,17.4,1497,117.3,5,7.8,0.101013457,6
5.8,Manual,16.1,796,37,4,1.3,0.201196212,10
4.25,Manual,20.14,1498,88.8,5,4.42,0.052334275,7
4.25,Automatic,12.5,1991,147.9,7,4,0.020103007,12
3.75,Manual,16,2179,140,7,13,0.045190231,5
6.71,Manual,25.8,1498,98.6,5,5.38,0.101013457,6
4.5,Manual,17,1197,80,5,3.25,0.183917594,10
4.25,Automatic,20.51,998,67,5,3.87,0.201196212,5
5.75,Automatic,16.96,1968,138.03,5,8.25,0.052334275,7
5.75,Manual,20.73,1373,91.1,5,9.28,0.201196212,3
5.5,Automatic,11.79,2179,120,7,6.25,0.045190231,9
5.75,Manual,15.26,1150,74.9,5,1.15,0.020103007,13
6.71,Manual,20.73,1373,91.2,5,7.8,0.201196212,5
5.8,Manual,23,1396,90,5,4.5,0.183917594,9
6.71,Manual,18.7,1199,88.7,5,7.56,0.101013457,3
8.305,Manual,16,2179,140,7,16.08,0.045190231,4
6.85,Manual,17,1197,80,5,4.5,0.183917594,9
4.5,Manual,22.32,1582,126.32,5,5,0.183917594,9
5.5,Manual,19.81,1086,68.05,5,2.2,0.183917594,10
6.85,Automatic,23.1,998,67.04,5,4,0.201196212,7
3.75,Manual,20.86,1199,73.9,5,2.51,0.028742316,9
5.5,Manual,25.2,1248,74,5,4.75,0.201196212,6
4.25,Manual,16,1086,66.7,5,2,0.183917594,13
4.25,Manual,20.36,1197,78.9,5,2.1,0.183917594,11
5.75,Automatic,16.5,1499,110,5,6.25,0.049842166,8
6.71,Automatic,11.5,2987,210,5,10.6,0.052832696,10
5.9,Manual,25.2,1248,74,5,6,0.201196212,4
4.25,Manual,16.1,796,37,4,0.45,0.201196212,17
4.25,Manual,16.1,1298,88.2,5,2.5,0.201196212,11
5.75,Manual,15.29,1591,121.3,5,12.75,0.183917594,3
6.71,Automatic,17.05,1995,190,5,30.29,0.044359528,4
5.8,Manual,13.8,1299,70,5,1.6,0.049842166,15
6.71,Manual,22.7,1498,89.84,5,7.54,0.049842166,4
6.71,Manual,20.73,1373,91.1,5,6.84,0.201196212,6
3.75,Automatic,18.33,1968,167.7,5,6,0.052334275,9
4.25,Manual,27.3,1498,98.6,5,8,0.101013457,4
8.305,Automatic,17.11,1968,174.33,5,24.74,0.039209171,5
6.71,Manual,24,1120,70,5,5.5,0.183917594,4
5.5,Automatic,12,2987,224,7,36,0.052832696,8
8.305,Manual,12.99,2494,100.6,7,11.79,0.068283768,8
4.25,Manual,16.95,1498,97.7,5,3,0.01511879,10
6.85,Automatic,20,1968,138.1,5,6.75,0.028742316,10
4.25,Manual,14.49,1399,92.7,5,1.4,0.020103007,15
5.75,Manual,24.2,1498,98.6,7,5.75,0.101013457,7
5.8,Manual,21.1,1248,73.9,5,3.4,0.201196212,11
8.305,Manual,16.47,1198,73.9,5,4.89,0.052334275,10
5.75,Manual,13.24,1598,102.5,5,4.95,0.01511879,8
8.305,Automatic,16.98,998,66.1,5,3.49,0.201196212,8
4.25,Manual,23.59,1364,74,5,3.85,0.068283768,10
4.25,Manual,17,1497,118,5,6.35,0.101013457,7
8.305,Automatic,18.9,1197,82,5,7.08,0.183917594,4
5.8,Automatic,13.6,1999,177,5,38,0.006645622,4
3.75,Manual,12.05,2179,120,8,6.25,0.045190231,9
5.75,Automatic,11.74,1796,186,5,10.15,0.052832696,10
5.5,Automatic,13.7,1798,157.75,5,10.75,0.028742316,7
4.25,Automatic,18.1,1991,147.9,4,4.65,0.020103007,9
5.5,Manual,12.05,2179,120,8,4.75,0.045190231,11
8.305,Manual,17.1,1591,121.3,5,7.78,0.183917594,6
5.8,Manual,23,1396,90,5,6.75,0.183917594,5
5.8,Automatic,16.4,1497,78,5,2.99,0.101013457,13
3.75,Manual,20.36,1197,78.9,5,2.35,0.183917594,8
5.5,Manual,25.8,1498,98.6,5,3.65,0.101013457,8
5.5,Manual,22.5,998,67.04,5,2.74,0.201196212,9
4.25,Manual,19.4,1198,86.8,5,3.5,0.101013457,8
6.71,Manual,17,1197,80,5,4.76,0.183917594,7
